geolocation_city,geolocation_state,jumlah_customer,geolocation_lat,geolocation_lng
caturama,BA,2,-13.33127591278641,-42.293528970394576
cavalcante,GO,2,-13.794652877169758,-47.45838362864478
ceara-mirim,RN,2,-5.637682235371914,-35.42298981325486
castelo do piaui,PI,2,-5.319299883533075,-41.5509639057129
sinimbu,RS,2,-29.530501568712488,-52.52211472129332
capinzal do norte,MA,2,-4.717117343720794,-44.32668695525109
caputira,MG,2,-20.172671360072147,-42.271083557003195
capao da porteira,RS,2,-30.092809899462708,-50.694388328298245
capela,SE,2,-9.95818934714212,-36.56769652849968
capela de santana,RS,2,-29.681261639690145,-51.3212336075838
pato bragado,PR,2,-24.625809140863744,-54.22673085775215
patrocinio do muriae,MG,2,-21.151981730077477,-42.210901163695674
patrocinio paulista,SP,2,-20.644424619529307,-47.28110045998544
paripiranga,BA,2,-10.68050249649417,-37.86599600865977
careacu,MG,2,-21.879894097287,-45.85647968875423
solonopole,CE,2,-5.736313443655067,-39.017749209463766
sonora,MS,2,-17.583081258667853,-54.754409378924095
sucupira do norte,MA,2,-6.4778232161363025,-44.191216518945964
caraiba,PE,2,-7.805111757090515,-37.793539344355686
carolina,MA,2,-7.331741136185456,-47.46865088345743
carinhanha,BA,2,-14.29469780358296,-43.770479430033916
campo novo,RS,2,-27.677040247147954,-53.80714061237942
paudalho,PE,2,-7.8943420623158795,-35.178641709843
paulo jacinto,AL,2,-9.36857180165382,-36.37146069359348
passos maia,SC,2,-26.780719237820662,-52.058828204381285
pastos bons,MA,2,-6.599689696480659,-44.08440457193341
tamarana,PR,2,-23.724770743785037,-51.096055257485524
candido rodrigues,SP,2,-21.324486290283634,-48.63223957233123
tabapora,MT,2,-11.299600093479508,-56.79221455382542
tabuleiro,MG,2,-21.360075006082585,-43.24784350673851
taciba,SP,2,-22.389796019403477,-51.28957838619756
capetinga,MG,2,-20.621099796616186,-47.05516573685892
canhotinho,PE,2,-8.878666516371505,-36.197745294632774
caninde de sao francisco,SE,2,-9.673731489227313,-37.8002195110143
canitar,SP,2,-23.00534114145481,-49.78339218605728
cantagalo,MG,2,-21.96029833885739,-45.700036179880364
cantagalo,PR,2,-21.96029833885739,-45.700036179880364
california,PR,2,-23.665523235370998,-51.35659668422704
pedra branca,CE,2,-6.442754948742021,-38.89250266447691
protasio alves,RS,2,-28.759235137089306,-51.475095077519605
cambira,PR,2,-23.60488886544814,-51.57907045278063
campanario,MG,2,-18.24000322829645,-41.72805532246127
campestre da serra,RS,2,-28.78856158381966,-51.09526360192388
campestre do maranhao,MA,2,-6.207448028884075,-47.304531237876944
campina das missoes,RS,2,-27.986799762328445,-54.84099998542986
campina do monte alegre,SP,2,-23.57677904095924,-48.446210632219476
campinapolis,MT,2,-14.443594117719892,-52.832899541395136
campo alegre de goias,GO,2,-17.63440177971588,-47.77658894586532
tapejara,PR,2,-25.901542770695322,-52.439101049735434
tapirai,SP,2,-21.926351192941162,-46.76307894165907
tapiramuta,BA,2,-11.847671465060738,-40.79251913126304
taquaracu de minas,MG,2,-19.662558537727836,-43.68930056578074
camocim de sao felix,PE,2,-8.35995575158674,-35.76212882375621
buritis,RO,2,-12.917129293100555,-55.12870888269436
buritizal,SP,2,-20.19351660532341,-47.70999403830061
cabeceira grande,MG,2,-16.055668176736315,-47.143652358670614
buenos aires,PE,2,-7.7244413749003495,-35.327301071340315
pedras de fogo,PB,2,-7.40198929384412,-35.11521553577262
pedregulho,SP,2,-20.248446312480418,-47.476741704155444
pedro ii,PI,2,-4.429295476576521,-41.45392129985152
paulo lopes,SC,2,-27.978665492288254,-48.68271760811336
cachoeira do campo,MG,2,-20.339073957512912,-43.681674337912284
teixeira soares,PR,2,-25.371975656252413,-50.462083835822334
tejupa,SP,2,-23.37543665012392,-49.32839062212415
cachoeira da prata,MG,2,-19.52424896323175,-44.4518578727129
cafeara,PR,2,-22.790333812014378,-51.71560039329486
caibate,RS,2,-28.29002552855853,-54.63990114817956
caiua,SP,2,-21.831717676862205,-51.99009570480748
cachoeira dourada,GO,2,-18.512698704666693,-49.492628414563924
bonito,PA,2,-10.73286009250702,-45.19850324441047
boqueirao do leao,RS,2,-29.302432809389433,-52.42974132558072
borrazopolis,PR,2,-23.940317748786466,-51.58518050497007
pentecoste,CE,2,-3.7957425830621236,-39.27256514944034
presidente alves,SP,2,-22.097935903964224,-49.438575555250246
presidente kennedy,ES,2,-14.827007393149486,-44.77391571203812
presidente kubitschek,MG,2,-18.618915222252564,-43.57392768060846
presidente medici,RO,2,-6.775327042465073,-53.865058788476176
brazabrantes,GO,2,-16.43241381438336,-49.387132091166634
tobias barreto,SE,2,-11.184611010697319,-38.00125690290274
botuvera,SC,2,-27.200822028030466,-49.07837365853379
braco do rio,ES,2,-19.24593411404079,-40.091152596757134
bras pires,MG,2,-20.853478504143315,-43.24239766289435
brasilandia de minas,MG,2,-17.00502700552426,-46.0061646639406
buriti dos lopes,PI,2,-3.1774929264642595,-41.869414966186056
buritirama,BA,2,-10.715085941727198,-43.6342828669913
bonfinopolis,GO,2,-16.61353756300374,-48.96374046581481
bonfinopolis de minas,MG,2,-16.562527667206663,-45.9986358674731
boninal,BA,2,-12.709313125048306,-41.830256238939036
bonito,BA,2,-10.73286009250702,-45.19850324441047
bom jesus,SC,2,-15.92609973288147,-45.19279578791435
bom jesus da serra,BA,2,-14.373890293319775,-40.50720409145588
bom jesus das selvas,MA,2,-4.502895843702964,-46.85549096141207
periquito,MG,2,-19.23230752917607,-42.25634747075057
peritiba,SC,2,-27.37274382176564,-51.90567427153452
perola,PR,2,-23.803095878753485,-53.68155087435691
perola doeste,PR,2,-25.827583060430136,-53.740672010897434
perpetuo socorro,MG,2,-13.925177057272482,-39.549118165125584
penaforte,CE,2,-7.8295250168819885,-39.075499485055396
pendencias,RN,2,-5.259305875315556,-36.718540718094914
tocos,RJ,2,-22.903460323145516,-43.787664058741406
tomar do geru,SE,2,-11.374591455564959,-37.84024090800675
barro alto,BA,2,-13.367681037235378,-45.410519608519806
barrolandia,TO,2,-9.835547680795925,-48.72605594606052
poxoreu,MT,2,-15.828608569281172,-54.39147747426826
belem,AL,2,-1.5392447509537286,-48.16572562945362
benevides,PA,2,-1.3504592633478254,-48.25553277806337
bento de abreu,SP,2,-21.273504073780863,-50.811250271092526
bias fortes,MG,2,-21.607145357582965,-43.75713266137063
belem do sao francisco,PE,2,-8.734363100978964,-38.960761918922394
boa vista do gurupi,MA,2,-1.7953126147499632,-46.291986642937815
bocaiuva do sul,PR,2,-25.21080605480616,-49.111757263590974
bodoco,PE,2,-7.778681519270723,-39.936950121111394
bom jardim,PE,2,-11.166532788115404,-41.20497836342411
bom jesus do tocantins,PA,2,-7.00622397840787,-48.38267369925646
tracunhaem,PE,2,-7.802056206299442,-35.23636556057312
trairi,CE,2,-3.2630923212212033,-39.26798567961338
boca da mata,AL,2,-9.644246828974058,-36.21371252866984
turvania,GO,2,-16.608937369210462,-50.13409465060814
pimenta,MG,2,-20.481597211404083,-45.80293182841383
pimenteiras,PI,2,-6.235368577666913,-41.420549314374846
pindai,BA,2,-14.488150497918747,-42.68510770141822
pindoba,AL,2,-9.475011165772862,-36.288993222832076
pindorama,SP,2,-21.184170397432016,-48.9079733309035
pindorama do tocantins,TO,2,-11.143886531031116,-47.57513582310215
piata,BA,2,-13.11064956773182,-41.68870144744786
piau,MG,2,-21.5071675989488,-43.321559205639325
picui,PB,2,-6.506546016675193,-36.34468987915423
barracao,RS,2,-26.965664759520426,-52.545773883786595
barbosa ferraz,PR,2,-24.027435144481696,-52.009024023193035
barra,BA,2,-11.091426618171694,-43.14545144223989
barra de guabiraba,PE,2,-8.420432402918046,-35.661620866823256
barra de santa rosa,PB,2,-6.722975852710321,-36.05636685098978
barra de santo antonio,AL,2,-9.408516706471508,-35.50889634074188
avelino lopes,PI,2,-10.141657474791316,-43.94873133203079
bacuri,MA,2,-1.7280569130405292,-45.14182897643022
baianopolis,BA,2,-12.305739641294254,-44.5388124087167
porto trombetas,PA,2,22.56795175383837,-27.69808676596982
potengi,CE,2,-7.079038398020903,-40.05641516159247
potim,SP,2,-22.837559354084885,-45.257415742241896
turvo,PR,2,-26.982396460214876,-50.603364264855934
turvolandia,MG,2,-21.87562673494912,-45.78858588522878
tutoia,MA,2,-2.77093891489611,-42.277150306483854
ubata,BA,2,-14.21362506012072,-39.522954871573475
bandeira do sul,MG,2,-21.730125416985874,-46.3864678018016
bandeirantes do tocantins,TO,2,-7.759597790519602,-48.57808559792473
baldim,MG,2,-19.328300656724238,-43.95737144606299
barra de sao miguel,AL,2,-8.795399126260676,-36.10732203303466
tunas do parana,PR,2,-24.972411402943333,-49.06251849434402
tuparendi,RS,2,-27.750496999928444,-54.48986302904244
araguapaz,GO,2,-15.098425662944779,-50.617515281317765
pintadas,BA,2,-11.812466362034584,-39.90706127081498
areia,PB,2,-6.96672904710812,-35.70250563207212
arari,MA,2,-3.450955216573816,-44.77844191510273
ararica,RS,2,-29.62040581051365,-50.92767520814332
araripe,CE,2,-7.198190230663674,-40.141118021081645
armazem,SC,2,-28.259765661012782,-49.017760094190386
arneiroz,CE,2,-6.325943690618894,-40.15613983579525
arraias,TO,2,-12.92069951964487,-46.95008122252024
aratuba,CE,2,-4.419358212248046,-39.04633611936836
arembepe,BA,2,-12.724844654264318,-38.216389601246426
arenapolis,MT,2,-14.460089676675953,-56.84269476021982
augusto pestana,RS,2,-28.51518329915839,-53.994146190298764
aurea,RS,2,-27.695424021485227,-52.05365156194243
aurora,SC,2,-17.129453906281267,-44.301352073621786
arroio do tigre,RS,2,-29.333450448380372,-52.995051771964
aquiraz,CE,2,-3.912322652354214,-38.376434985468876
antonio cardoso,BA,2,-12.437692684045293,-39.12045661530482
antonio carlos,SC,2,-24.418895011012907,-46.26045705472271
antonio pereira,MG,2,-20.28758954681794,-43.48123170237622
pirauba,MG,2,-21.273008835958645,-43.0283534011806
piripa,BA,2,-14.943191650637957,-41.717850447763524
piracuruca,PI,2,-3.9289602259519874,-41.709687435604465
urucurituba,AM,2,-3.055411886272194,-58.076888115600596
uruoca,CE,2,-3.3207038949212935,-40.58027403996299
arapei,SP,2,-22.67367247295803,-44.446542673956124
araponga,MG,2,-20.6671706287898,-42.52110705532634
aracitaba,MG,2,-21.341162438544124,-43.37755847112716
aracoiaba,PE,2,-6.093770063783608,-36.92894982461149
uniao dos palmares,AL,2,-9.157218563819532,-36.026978717089335
urandi,BA,2,-14.768415571576352,-42.65584924472297
urucuca,BA,2,-14.590520575188583,-39.285934813859086
anastacio,MS,2,-20.492942856955928,-55.8021613612429
ametista do sul,RS,2,-27.365846704987625,-53.178636499482884
placas,PA,2,-3.866943073901409,-54.217563134175556
portelandia,GO,2,-17.35597927382272,-52.67872562248188
porto amazonas,PR,2,-25.548289202306858,-49.89341320142013
porto calvo,AL,2,-9.053688837131517,-35.39820163988539
porto esperidiao,MT,2,-15.837942412592737,-58.506438270261576
porto franco,MA,2,-6.344079329673677,-47.393865386583194
anitapolis,SC,2,-27.904106011201225,-49.12855017806725
varjao de minas,MG,2,-18.383282313003246,-46.03463733806014
varzea alegre,CE,2,-6.792557339326901,-39.29859640215861
aparecida de sao manuel,SP,2,-22.731143832409984,-48.61068860654759
vargem,SP,2,-25.193331152591554,-48.693367325866646
vargem alegre,MG,2,-21.053153559010635,-43.113446786250336
apora,BA,2,-12.567004222981,-38.665932075799134
apuiares,CE,2,-3.9469180609449297,-39.43145217180362
alvarenga,MG,2,-19.417557882438132,-41.72756415518321
altamira do parana,PR,2,-24.799390826555005,-52.71544878175329
altaneira,CE,2,-6.999919634947142,-39.739299453186206
altinho,PE,2,-8.488189811112091,-36.06023398040497
alto alegre,PR,2,-17.567037034896376,-54.10783404138303
pocoes,BA,2,-14.52830483612981,-40.367157245915756
vereda,BA,2,-17.256416719034622,-40.02070527103256
alvares florence,SP,2,-20.32133154751638,-49.90855487631705
alvaro de carvalho,SP,2,-22.082489832465455,-49.71827152171474
alvorada do norte,GO,2,-14.485339149785249,-46.506223797764335
amapora,PR,2,-23.094997161855197,-52.78673515900602
amaraji,PE,2,-8.376909914843816,-35.451891714402564
alto horizonte,GO,2,-14.194380211559102,-49.34015563206796
alto parana,PR,2,-23.130349004567282,-52.32030487158121
anadia,AL,2,-9.684047221479462,-36.30329345457926
venturosa,PE,2,-8.577258452434604,-36.87303335441732
vitoria do mearim,MA,2,-3.484247762721612,-44.88048988234321
xapuri,AC,2,-10.652226188202285,-68.50293467826819
xavantina,SC,2,-27.03885879445281,-52.33428686916172
zacarias,SP,2,-21.050431326479043,-50.05272655419454
agua santa,RS,2,-28.183372036296035,-52.03985047911124
afranio,PE,2,-8.527649408089497,-41.02060110035674
agronomica,SC,2,-27.268552042340637,-49.71196936466438
agua branca,PB,2,-7.556514994031166,-39.40300137703683
ajuricaba,RS,2,-28.23771966641463,-53.76337497269791
alagoinha,PB,2,-7.708223620375179,-36.16014637617064
virgolandia,MG,2,-18.47465572225536,-42.308877980425706
visconde de maua,RJ,2,-22.33080055859467,-44.52822701016756
agua comprida,MG,2,-20.057791817035962,-48.10811794228084
alexandria,RN,2,-6.413355657069214,-38.013967260122904
aguia branca,ES,2,-18.985716113277793,-40.74227057364542
alianca do tocantins,TO,2,-11.305018450553813,-48.937210314892596
matelandia,PR,2,-25.197781812101827,-53.907610151341544
materlandia,MG,2,-18.472854246322914,-43.059486696118356
mercedes,PR,2,-24.452002184845046,-54.167799767946796
meruoca,CE,2,-3.544255119013516,-40.46178684697543
mato leitao,RS,2,-29.52488661228705,-52.12811749982887
mato verde,MG,2,-15.39316055412574,-42.860843681988534
matoes do norte,MA,2,-3.6283011943315135,-44.55683603279019
matrincha,GO,2,-15.444496329541428,-50.72338918548001
matutina,MG,2,-19.22229992242833,-45.96985523856589
acaiaca,MG,2,-20.36291378049634,-43.14402222191236
acegua,RS,2,-31.764360480159297,-54.148548714573295
wenceslau braz,PR,2,-23.205242351319,-47.58172287895092
wenceslau guimaraes,BA,2,-13.670820183267251,-39.499190058068464
werneck,RJ,2,-22.217047735465396,-43.315218158916544
agua branca,PI,2,-7.556514994031166,-39.40300137703683
agua clara,MS,2,-20.441149398605198,-52.87735307459614
abadiania,GO,1,-16.193742416316265,-48.70952130337259
abdon batista,SC,1,-27.608818306014133,-51.02488531826943
acajutiba,BA,1,-11.663495576693935,-38.023852706144226
agua limpa,GO,1,-18.076322394559124,-48.76160432422692
agua fria de goias,GO,1,-14.974495376227203,-47.784387063729895
agua doce,SC,1,-26.997866134854164,-51.555019682742255
vista alegre,RS,1,-21.8293745475428,-50.922052300354146
viseu,PA,1,-1.2021836317837071,-46.13899904732771
virginia,MG,1,-22.332030611976098,-45.092255326082764
vila sao francisco,AL,1,-0.48350469590587863,-28.424444123004108
alagoa nova,PB,1,-7.06196902730586,-35.76440866320551
alagoa grande,PB,1,-7.041755696576409,-35.63219332049747
alagoa,MG,1,-22.171830593467934,-44.642598725792546
aiuaba,CE,1,-6.583338622041794,-40.13887446818398
agudo,RS,1,-29.643273595312962,-53.2459255611156
aguas mornas,SC,1,-27.70103345965437,-48.83820955993601
aguas frias,SC,1,-26.88121528807032,-52.86017603229269
alfredo marcondes,SP,1,-21.954288886597627,-51.41615439159179
alexandrita,MG,1,-19.70290819846817,-50.41424707469225
pirapemas,MA,1,-3.72727387413169,-44.22742132987031
porto grande,AP,1,0.7076814373174959,-51.409521108823526
porto estrela,MT,1,-15.330308584541646,-57.20108733020316
porto dos gauchos,MT,1,-11.55865378828585,-57.34977610720992
porto de pedras,AL,1,-9.156245682424096,-35.30990791947603
porto alegre do norte,MT,1,-10.872716557873717,-51.63671620309029
porto acre,AC,1,-9.595140028479923,-67.54296064346511
planalto,BA,1,-21.29809407704001,-47.95156474664077
planaltino,BA,1,-13.388773703858275,-40.37881622437182
planaltina do parana,PR,1,-23.022127106102264,-52.92013456180749
pium,TO,1,-10.441796768345636,-49.17797610985666
pitimbu,PB,1,-7.490764881771025,-34.812920718377214
pirpirituba,PB,1,-6.779830500449045,-35.49712702239184
pocoes de paineiras,MG,1,-18.877925536018072,-45.41273035413269
poco redondo,SE,1,-9.81875967097764,-37.69009179553092
pocao de pedras,MA,1,-4.753592281421204,-44.94242988623388
pilar,PB,1,-12.012089473042062,-38.878488670163996
porto rico,PR,1,-22.775071075607276,-53.2678403728461
porto murtinho,MS,1,-21.686269276680253,-57.86521030449083
porto lucena,RS,1,-27.855939045426794,-55.01651508946106
piquerobi,SP,1,-21.876429667589164,-51.72439698579344
pio xii,MA,1,-3.8894224919585265,-45.17044471626072
pio ix,PI,1,-6.834909907295532,-40.613488499166415
pinto bandeira,RS,1,-29.106822499999964,-51.4598955833333
pinhao,SE,1,-20.652086664061596,-47.01456709479512
pinhal da serra,RS,1,-30.233660772021317,-50.23357365986018
pirambu,SE,1,-10.738915617987436,-36.85682459718917
pirajuba,MG,1,-19.907590492605774,-48.7020297102952
pirai do norte,BA,1,-13.765552472473683,-39.37731108822477
piracema,MG,1,-20.50986040765885,-44.47612953751707
pires ferreira,CE,1,-4.25175167620517,-40.62503550778546
piratini,RS,1,-31.437823478808454,-53.10346643852284
peri mirim,MA,1,-2.5778026730853143,-44.85721804208877
pereiras,SP,1,-23.07451956740896,-47.975358605522175
pratapolis,MG,1,-20.74438717274225,-46.86121274516443
prata,PB,1,-13.501042279202876,-43.00310678854371
pranchita,PR,1,-26.018156944432977,-53.73951203257938
praia norte,TO,1,-5.4227037707870105,-47.80934643175413
praia grande,ES,1,-24.07014750408159,-46.38098754151025
pouso novo,RS,1,-29.157172911769422,-52.22293426249438
picarra,PA,1,-6.4496616307787376,-48.867987802707056
picada cafe,RS,1,-29.449832408590073,-51.13578493870591
piao,RJ,1,-22.402149492107974,-43.19183375236307
pianco,PB,1,-7.198683515770482,-37.92494830350167
piacatu,SP,1,-21.592648210982134,-50.59921179543152
piacabucu,AL,1,-10.40198438356759,-36.419966170263685
pingo-dagua,MG,1,-19.7269865253272,-42.412160219061974
pindoretama,CE,1,-4.032750767689878,-38.305221614936656
pedro velho,RN,1,-6.43572967465714,-35.21941217608294
pedro gomes,MS,1,-18.10000654047169,-54.5517524207499
pedras altas,RS,1,-31.73356683118392,-53.586333437758334
pedrao,BA,1,-12.146156745779068,-38.64382697435264
presidente nereu,SC,1,-27.279805250975247,-49.388247748371604
presidente medici,MA,1,-6.775327042465073,-53.865058788476176
presidente lucena,RS,1,-29.518286363401156,-51.17970480071749
presidente juscelino,MA,1,-10.780408660131627,-44.06100809333189
presidente janio quadros,BA,1,-14.685748936568974,-41.680429120047435
presidente castello branco,SC,1,-27.222405045611026,-51.806757068668645
pequizeiro,TO,1,-8.596253471656617,-48.934494426926754
pequi,MG,1,-19.63002318390696,-44.66083922666543
penedo,RJ,1,-16.36045024904806,-40.550133735168245
peixe,TO,1,-12.032918171228046,-48.53987814765796
pescador,MG,1,-18.35655666791846,-41.59649748734009
